userId,itemId,rating,timestamp
240,9,5,1758641364
1599,20,5,1732404643
1863,23,5,1735339954
2992,1462,5,1740065196
2711,318,5,1753519567
777,25,5,1756751313
2372,351,5,1756668290
1284,3,5,1739111939
1952,91,5,1730101155
2175,8,5,1741673790
328,670,5,1756414492
2437,3,5,1729795833
963,50,5,1728840601
2333,17,5,1738764934
162,181,5,1744646833
2692,147,5,1741172009
1295,1057,5,1751859885
2743,314,5,1750704715
1087,47,5,1736175503
2643,25,5,1748104540
297,0,5,1727583775
2306,1468,5,1756255465
2202,14,5,1749815037
542,1049,5,1729156789
281,781,5,1746314415
1167,8,5,1730737848
2225,292,5,1738189187
2678,106,5,1736303916
2271,25,5,1736454055
424,1081,5,1754207624
1083,6,5,1755122155
2266,8,5,1749259515
2477,13,5,1747208533
833,267,5,1730094681
1081,92,5,1750287456
208,5,5,1744500842
1133,2,5,1747521386
535,200,5,1749923926
661,362,5,1740202363
2890,58,5,1758389225
458,4,5,1743800191
2830,894,5,1740406714
147,610,5,1739167909
2263,8,5,1754437324
171,27,5,1728548873
163,870,5,1751664688
2793,18,5,1755304038
1448,450,5,1729047049
1664,1304,5,1733565391
633,1007,5,1750770100
665,1321,5,1731508702
725,791,5,1757881994
734,352,5,1747567392
1686,509,5,1729720509
1016,20,5,1732293782
2872,6,5,1729448625
158,697,5,1751250049
817,552,5,1743268473
1432,26,5,1732026320
932,15,5,1736566648
791,48,5,1749365319
284,1255,5,1749347806
1438,205,5,1745302705
2783,1356,5,1740721272
1356,1083,5,1754843460
1069,10,5,1749806113
156,6,5,1744132146
1415,337,5,1748188422
1787,167,5,1741553176
473,44,5,1743381131
778,18,5,1734930799
1786,0,5,1727656538
2205,266,5,1733817973
2746,12,5,1744241747
286,1141,5,1727817743
1352,185,5,1736454097
510,320,5,1748636543
2077,27,5,1745010294
1336,49,5,1748793144
2270,7,5,1744605849
2723,1089,5,1735986668
712,177,5,1748615484
1663,119,5,1758700065
1244,23,5,1744289034
2375,168,5,1747900797
1904,63,5,1736043398
875,96,5,1732080346
695,227,5,1749191395
2111,233,5,1737934742
1372,5,5,1733509673
962,246,5,1751175997
815,8,5,1757163011
1002,1376,5,1732150733
298,68,5,1728979866
2579,140,5,1734609997
2852,44,5,1745303562
999,8,5,1735640907
22,841,5,1729842092
436,446,5,1751370596
720,515,5,1735362762
2121,72,5,1740010252
1020,963,5,1754641568
1869,7,5,1743122847
2734,108,5,1739959266
2438,28,5,1733371701
1812,174,5,1734578857
2067,57,5,1728284691
2244,65,5,1753373233
1944,66,5,1733488243
1012,628,5,1749408662
2135,82,5,1750685927
1124,62,5,1750180596
1170,16,5,1747444513
1309,842,5,1756009949
566,8,5,1745861155
2842,8,5,1751534619
263,53,5,1747611149
2222,73,5,1756624396
847,604,5,1745645013
2392,1123,5,1758058303
2358,43,5,1748577327
1440,25,5,1745627906
1716,112,5,1734063458
2236,503,5,1728588137
903,83,5,1749555497
1785,82,5,1745665804
1376,240,5,1731932474
1656,329,5,1730510996
1914,974,5,1737834208
2187,1,5,1745492561
2424,131,5,1757804293
343,207,5,1754160367
1891,10,5,1749984289
1552,30,5,1743456509
1338,33,5,1729197866
1552,22,5,1730798940
1726,18,5,1755965369
1926,1,5,1740613787
213,1499,5,1746970966
918,216,5,1732499855
2669,2,5,1757672493
1012,12,5,1758029847
2544,8,5,1754478413
1939,241,5,1739790008
892,73,5,1750115575
1510,9,5,1738337842
2942,6,5,1753022316
670,1241,5,1755086494
2370,1,5,1748246138
2358,252,5,1746120475
1624,1096,5,1752058843
311,154,5,1730844327
2569,17,5,1735319771
1235,666,5,1738567216
495,493,5,1739724141
168,35,5,1744339706
2709,40,5,1741736460
2652,33,5,1730206659
1720,570,5,1755172390
1775,1216,5,1737386989
1883,299,5,1744101163
721,347,5,1736887957
1106,177,5,1727856438
2204,437,5,1743115111
1784,581,5,1738833537
1099,29,5,1750476236
354,22,5,1743587281
998,381,5,1739592705
2499,239,5,1747426089
117,87,5,1747808021
744,83,5,1746807736
1058,33,5,1729175050
2441,289,5,1749443651
2276,0,5,1752302897
350,17,5,1745076222
2001,124,5,1750649753
2828,78,5,1734828219
2010,66,5,1758135099
381,24,5,1745144236
2833,17,5,1736434885
2382,40,5,1740142216
2174,34,5,1733684247
2254,31,5,1735129788
1858,21,5,1750277979
944,6,5,1752251630
1292,6,5,1740733076
2826,10,5,1751453023
1983,21,5,1738930433
2148,158,5,1755340590
795,25,5,1746604527
734,26,5,1734956528
2187,7,5,1757186433
223,123,5,1735312242
517,201,5,1733454173
2010,5,5,1758302128
2351,23,5,1742650703
1804,33,5,1756989770
1034,1093,5,1742683755
467,569,5,1745268176
2014,4,5,1737592993
2811,3,5,1753707446
2305,1142,5,1755855490
1016,6,5,1733063221
1704,167,5,1732180827
2533,15,5,1741179062
1558,66,5,1743858435
1217,703,5,1744324545
1250,134,5,1756692693
2497,1212,5,1755383960
851,187,5,1749833636
2705,4,5,1750665147
711,122,5,1753461323
10,51,5,1735582230
2432,75,5,1757618475
948,23,5,1749227232
2879,701,5,1756325290
2815,16,5,1749836706
2560,152,5,1731739088
810,57,5,1740441205
920,213,5,1728232456
1088,584,5,1756317570
244,9,5,1748391947
2437,378,5,1739614267
1182,62,5,1742986792
2820,26,5,1745207742
1115,90,5,1742144668
1793,4,5,1736226873
1769,348,5,1738456418
1025,1,5,1751032258
2761,615,5,1739413207
2404,1153,5,1733052586
2753,567,5,1739378046
164,409,5,1752835261
1927,100,5,1743874930
1139,10,5,1739073283
1785,197,5,1742214107
373,75,5,1745011798
1365,29,5,1755203897
658,31,5,1755542135
2029,23,5,1745276739
2253,2,5,1755758890
1288,18,5,1754824003
1655,722,5,1731033723
4,225,5,1740507267
1892,53,5,1752419461
2123,38,5,1733331666
2041,187,5,1733212636
211,13,5,1740284933
536,1017,5,1744012950
2860,82,5,1757744989
2580,170,5,1750684196
2907,8,5,1740230596
56,122,5,1755586105
920,1437,5,1728080843
464,71,5,1754772177
2653,602,5,1741990980
2935,24,5,1735044000
1119,54,5,1742523687
1934,17,5,1740216300
592,44,5,1727780924
2455,94,5,1729208393
559,718,5,1749444362
1699,33,5,1732282276
2079,20,5,1758627611
1158,332,5,1730612658
2404,144,5,1736569749
2005,723,5,1743730042
2206,81,5,1747558853
2260,408,5,1746056617
1865,1047,5,1729534696
772,1353,5,1750700702
2342,44,5,1733804902
1682,2,5,1733725528
1937,295,5,1731487322
1561,45,5,1736443985
2670,1354,5,1742093215
151,7,5,1738910517
1359,741,5,1729380725
1803,5,5,1728164333
1871,0,5,1745962025
1679,746,5,1753534183
306,75,5,1749820998
1386,185,5,1745376359
2661,4,5,1747688855
2762,700,5,1745962687
1297,189,5,1728936186
1998,752,5,1757509113
2529,3,5,1737535437
2803,981,5,1751080514
370,60,5,1755410483
2595,293,5,1755341223
1817,9,5,1748665272
118,2,5,1731999545
229,24,5,1746136107
1764,8,5,1740890702
1687,132,5,1732121146
737,9,5,1756063948
2496,746,5,1737919657
2798,17,5,1746199125
2388,8,5,1743240063
2612,18,5,1750146344
2731,0,5,1731714681
1905,881,5,1735976838
2238,8,5,1743891695
1415,1402,5,1748675736
2617,1224,5,1735550609
1024,69,5,1748576165
815,1494,5,1730080500
1979,6,5,1745917224
2342,37,5,1748785857
2864,25,5,1730862248
2696,47,5,1758441964
2318,722,5,1732597882
200,928,5,1733709858
2034,604,5,1728416218
1172,439,5,1750992195
2486,508,5,1751365114
2607,11,5,1750304047
2776,392,5,1732961641
2700,257,5,1754124137
2573,5,5,1737659686
2647,2,5,1732252310
1805,1,5,1746470975
2999,7,5,1728191642
1208,30,5,1744771716
719,12,5,1728377812
2209,769,5,1746437545
2174,90,5,1749569186
673,19,5,1731041688
1973,1258,5,1748810383
1387,515,5,1742999093
308,7,5,1751143314
2770,329,5,1745378770
2282,39,5,1732182802
1616,0,5,1740709307
506,68,5,1736137312
2753,19,5,1745928592
2615,1089,5,1755078195
2764,16,5,1757873999
2537,803,5,1739875981
1343,952,5,1751285836
2652,3,5,1728775350
1901,922,5,1748573867
2659,51,5,1754023548
185,1124,5,1748500906
2017,6,5,1750835105
2201,7,5,1743491928
1519,242,5,1733778042
2852,1122,5,1744650126
2405,364,5,1753528758
1699,222,5,1730739589
2004,177,5,1727204294
1145,1,5,1746280764
889,64,5,1750791061
1485,5,5,1735706075
1504,117,5,1737076889
1469,3,5,1749456641
777,1264,5,1730258415
1862,5,5,1751596596
2628,203,5,1757997049
207,467,5,1750540871
515,468,5,1751828130
281,594,5,1740117559
848,149,5,1731432156
954,31,5,1753762590
2441,0,5,1729910357
592,1401,5,1740587064
1026,499,5,1755025170
2707,728,5,1754291104
60,37,5,1732258314
974,151,5,1758184161
713,20,5,1754460376
1724,105,5,1733693312
260,78,5,1732607767
1482,97,5,1755054441
1851,92,5,1738074126
177,334,5,1728221040
2698,102,5,1743344330
2635,1236,5,1756672725
1961,655,5,1744410317
2810,6,5,1734809465
1816,4,5,1756002808
1319,169,5,1756509756
516,21,5,1737471157
2397,119,5,1747802274
1560,1456,5,1740911153
1207,68,5,1738398934
1762,5,5,1737478123
468,675,5,1736872548
2258,322,5,1751498710
1761,67,5,1751046714
1694,33,5,1747755628
1633,54,5,1755523135
1280,57,5,1736396370
1044,41,5,1753591974
2813,992,5,1756461066
373,601,5,1755585403
1768,5,5,1733923806
1526,537,5,1740044982
245,149,5,1739869973
2300,31,5,1754612285
1682,36,5,1736388563
1732,735,5,1734518905
210,1266,5,1738567267
1279,36,5,1739321959
2078,14,5,1730159256
1975,15,5,1755082480
1434,648,5,1746380384
470,408,5,1739450087
926,524,5,1730354985
2297,1309,5,1731251838
2546,175,5,1737148281
2280,1,5,1727538791
2694,593,5,1749739630
118,10,5,1735135028
1265,984,5,1746935295
25,10,5,1753906964
2319,225,5,1756378787
581,361,5,1757685005
375,372,5,1751495025
1540,55,5,1747275115
644,40,5,1734500944
1328,442,5,1739668407
2442,4,5,1756948427
637,8,5,1737982477
203,247,5,1749583430
1814,231,5,1742417584
2486,63,5,1749547728
882,391,5,1754894605
1413,58,5,1749209512
2777,254,5,1742385001
2158,238,5,1757189733
903,47,5,1738603678
224,0,5,1748599731
865,419,5,1733072702
1046,24,5,1754687680
31,88,5,1744263302
719,7,5,1740843188
2882,16,5,1739966035
2736,521,5,1756295234
1626,709,5,1757294258
1786,1,5,1749049648
318,710,5,1739394415
1758,138,5,1734906852
2622,54,5,1754849109
1659,1,5,1747816275
703,507,5,1737972844
1884,602,5,1727851335
1482,4,5,1730377493
433,17,5,1738954445
1640,103,5,1745433960
1270,371,5,1751278962
1364,448,5,1756150820
2090,196,5,1740909543
2088,11,5,1732667789
1431,36,5,1731234331
2643,547,5,1750785819
421,8,5,1752094343
710,164,5,1733205094
2684,4,5,1732781208
2572,86,5,1733398685
2309,402,5,1743650926
2789,998,5,1739772485
2633,198,5,1737758213
1323,719,5,1737667763
1294,8,5,1756422380
1920,63,5,1748552719
1125,154,5,1746904465
2078,4,5,1743220180
1851,2,5,1746340906
1175,4,5,1729714268
369,176,5,1741699314
1574,72,5,1740113916
168,66,5,1731540773
2341,218,5,1747925039
2478,77,5,1753651629
253,66,5,1731502156
1406,1365,5,1755884070
2066,211,5,1757400295
1014,299,5,1743969138
2146,102,5,1753387048
1490,41,5,1749221353
1586,51,5,1747359969
2780,159,5,1732231625
2584,212,5,1756502052
1350,5,5,1735951053
1583,23,5,1734429215
2689,1239,5,1738490403
615,32,5,1739160193
2718,8,5,1746975649
1270,1261,5,1735276588
2712,46,5,1738747416
2903,1076,5,1748325842
2289,42,5,1732149919
1345,541,5,1736228311
2878,591,5,1733924522
2807,937,5,1755577925
2646,242,5,1741651644
1482,1,5,1748349861
738,1155,5,1747247052
1991,11,5,1754097759
634,4,5,1730379372
414,94,5,1740601985
2156,2,5,1747413749
2531,7,5,1735721138
631,9,5,1737759642
2837,428,5,1731566684
678,323,5,1757247612
1682,39,5,1734568398
972,1274,5,1738225504
1167,385,5,1732413711
1838,16,5,1750688523
1267,1246,5,1732394589
1921,894,5,1752203584
1506,253,5,1739573588
1804,71,5,1749258996
1564,91,5,1744665760
663,553,5,1731827888
2476,7,5,1736765067
213,205,5,1729383189
1520,124,5,1755271346
2913,650,5,1730153293
510,23,5,1733107735
656,21,5,1728336651
2102,8,5,1744034543
375,1125,5,1751263327
1847,805,5,1727492229
109,53,5,1745410899
2056,41,5,1745756102
334,41,5,1757767869
1305,1035,5,1730555603
2927,215,5,1732159359
598,7,5,1749087611
1935,280,5,1754056577
2889,74,5,1738066025
21,903,5,1758076022
1048,14,5,1753696641
2247,1089,5,1738283061
2161,56,5,1732669655
1180,16,5,1754625134
195,17,5,1737274024
2551,69,5,1754993913
2047,158,5,1758162208
2588,98,5,1750595590
2943,8,5,1744310819
6,176,5,1750641690
2337,54,5,1736421085
2737,4,5,1746613832
277,1169,5,1740457325
2078,466,5,1741680699
2269,1,5,1729409546
1925,2,5,1745732104
1529,18,5,1758168688
1462,472,5,1747144035
987,345,5,1737632881
424,429,5,1734044905
1361,7,5,1746892492
2236,33,5,1737145045
717,596,5,1735739552
1903,1354,5,1742656845
2587,10,5,1754188785
258,314,5,1743356508
151,24,5,1757243792
817,810,5,1748124048
1270,98,5,1731353199
2224,76,5,1757484897
2649,11,5,1746735621
195,725,5,1747576142
1119,7,5,1746365012
1789,826,5,1733772419
1801,850,5,1745740041
1388,1303,5,1742063869
2834,88,5,1727698974
2126,20,5,1755941704
2978,57,5,1744264908
2467,1460,5,1752658572
2234,24,5,1738489149
327,30,5,1748793656
1255,65,5,1734632915
1745,9,5,1743818593
1439,65,5,1734325842
1444,176,5,1744119505
1124,203,5,1732156098
234,4,5,1737322315
1663,38,5,1731833366
2782,9,5,1757668781
584,659,5,1735960800
1794,1,5,1756457709
966,446,5,1746421743
1483,44,5,1739680115
132,166,5,1735928145
1842,1140,5,1746230989
1818,409,5,1739456067
563,107,5,1745357880
1287,215,5,1750338109
464,1,5,1752470950
2044,99,5,1728060287
2300,6,5,1732710193
1066,293,5,1751513898
2506,23,5,1727961757
2011,12,5,1754159397
303,67,5,1728559022
2921,64,5,1755767918
2793,1260,5,1747990100
2735,35,5,1756534693
2252,115,5,1728805558
1228,670,5,1734829336
2906,1015,5,1737316024
713,486,5,1741642676
918,6,5,1751969904
568,16,5,1742137061
107,38,5,1739511243
1511,74,5,1740203487
531,173,5,1755820775
269,27,5,1747983361
2944,79,5,1744929690
1677,573,5,1756239023
513,1294,5,1737160380
303,66,5,1735893016
2119,34,5,1729254232
2258,203,5,1752608017
528,59,5,1728155254
226,599,5,1741329064
626,26,5,1735010100
1321,1057,5,1751148159
1417,1132,5,1741302366
1163,650,5,1750304768
804,198,5,1740230516
1124,7,5,1748552579
2516,109,5,1741850130
2625,9,5,1739230423
2951,885,5,1747385053
2308,2,5,1729729999
116,4,5,1737190071
2362,19,5,1751640131
2343,54,5,1737272700
124,88,5,1737669554
1978,17,5,1731623539
2805,50,5,1743495271
298,269,5,1753409387
1800,54,5,1743129594
835,33,5,1753892965
1280,708,5,1747999206
1414,1315,5,1754325903
1517,98,5,1755150745
1307,17,5,1754602533
1095,66,5,1753986617
396,2,5,1745823757
2520,54,5,1729678785
654,542,5,1727382184
2366,323,5,1752343911
652,89,5,1741442387
1912,89,5,1748360786
2037,1,5,1745518668
2070,69,5,1750636174
881,146,5,1757080990
207,22,5,1738664284
2679,245,5,1749125562
2198,0,5,1742789245
1765,7,5,1749839449
2979,39,5,1745182725
1498,2,5,1756997119
2335,129,5,1746549407
2266,24,5,1749472429
2065,66,5,1740263544
1145,579,5,1737801169
2786,172,5,1754396460
396,47,5,1732041362
1388,126,5,1746445972
590,12,5,1749347009
1644,89,5,1757193558
159,7,5,1747538695
1940,100,5,1753716067
2483,843,5,1754023415
1343,1038,5,1748025592
665,47,5,1738027363
1225,156,5,1741691020
2087,108,5,1734932325
2305,25,5,1731341698
68,40,5,1736104496
448,1347,5,1739127893
1260,494,5,1734375845
2818,191,5,1738684723
1943,20,5,1736715704
2369,142,5,1737857225
210,147,5,1752992251
2147,191,5,1737918804
1557,8,5,1735872282
992,1,5,1735208105
450,11,5,1743914888
1284,55,5,1744857045
2828,13,5,1741875418
2504,979,5,1729426784
2979,3,5,1754080407
2124,13,5,1740746205
2712,79,5,1746069545
1285,1190,5,1743289938
2183,34,5,1746825788
2768,430,5,1734523472
2788,207,5,1735449952
1082,171,5,1752262372
1009,22,5,1748697717
921,1096,5,1748727399
1183,295,5,1735553078
2887,84,5,1742614155
1428,128,5,1734629395
2955,21,5,1754624270
2348,251,5,1745973264
1616,557,5,1732773952
599,24,5,1749062414
2925,4,5,1727709068
1811,223,5,1733637168
1962,14,5,1735809017
2206,21,5,1739855491
2851,21,5,1755048651
2521,361,5,1750684713
993,2,5,1728340745
2175,15,5,1750900988
215,5,5,1747630872
2938,76,5,1735856676
563,0,5,1740246919
646,51,5,1727339216
1948,78,5,1752021055
1176,29,5,1737040949
242,914,5,1755711883
2671,139,5,1740756956
2961,666,5,1757462165
717,54,5,1730608330
720,1053,5,1757494324
1626,470,5,1752462106
1185,770,5,1758402732
1222,134,5,1755113273
1372,23,5,1737194813
2225,103,5,1728875074
549,669,5,1743009515
1117,11,5,1754933888
1354,9,5,1743315072
2655,19,5,1752465882
57,353,5,1732179927
1208,134,5,1733303494
791,9,5,1729986177
2616,861,5,1730964513
1751,98,5,1755803250
1641,241,5,1752513458
575,78,5,1727312597
1016,0,5,1745843066
964,65,5,1749754844
1350,26,5,1734457774
2346,0,5,1736779712
1472,275,5,1756629140
2735,6,5,1748418974
654,50,5,1741851898
2881,425,5,1735551385
480,202,5,1748813867
1505,176,5,1751360951
547,78,5,1743447136
2481,41,5,1735160464
2249,939,5,1733301220
2201,509,5,1731011030
894,406,5,1735885200
2440,755,5,1755966575
2152,65,5,1735099214
1481,4,5,1739783325
459,3,5,1740337627
2070,12,5,1752139740
613,9,5,1730041894
2131,63,5,1735886766
841,315,5,1742311342
372,870,5,1743765768
227,68,5,1741491947
1701,69,5,1756776362
2288,71,5,1731638100
1262,327,5,1745427852
1042,551,5,1733688641
892,142,5,1757194013
1735,34,5,1756574259
2216,1452,5,1727354292
282,1391,5,1742873605
129,23,5,1752674515
554,415,5,1734242792
2645,1235,5,1746148863
1566,66,5,1727940411
1546,42,5,1735805057
2710,761,5,1754251289
2676,703,5,1754733018
731,1442,5,1745524827
2166,7,5,1751241443
14,394,5,1748702286
1896,247,5,1740445132
1737,108,5,1731086295
940,18,5,1747098493
635,21,5,1727259414
2969,415,5,1757632653
2704,55,5,1733009198
64,17,5,1756455778
413,156,5,1743733610
2448,244,5,1729447094
199,17,5,1757229348
1647,62,5,1740602353
889,390,5,1732673312
231,7,5,1749007616
959,549,5,1734168033
2359,29,5,1738650899
2754,557,5,1750764506
1236,768,5,1736560634
2135,15,5,1748630548
1127,3,5,1738860632
717,188,5,1744379214
2276,87,5,1747157043
2635,244,5,1732346460
2148,29,5,1744744150
1672,8,5,1746081779
753,390,5,1742825031
987,662,5,1748622647
2898,8,5,1743177140
236,129,5,1744738002
2282,107,5,1745680506
994,18,5,1747631899
2648,4,5,1743621345
1519,5,5,1734400658
780,2,5,1746058029
2759,166,5,1757386691
298,11,5,1733155396
2406,329,5,1739961776
888,79,5,1729538985
1363,26,5,1728212904
62,13,5,1752337549
480,374,5,1733402547
1961,948,5,1735372342
2475,293,5,1745404923
980,122,5,1732691759
1159,43,5,1740807360
2657,38,5,1749937135
1473,97,5,1742027829
1908,5,5,1734473509
1923,406,5,1747968441
832,40,5,1744824495
187,130,5,1751288960
597,0,5,1740147631
2392,143,5,1744702091
1209,8,5,1747645244
942,43,5,1740240993
1006,89,5,1736748688
2805,33,5,1743827816
2001,1252,5,1737181994
2009,71,5,1734125930
1442,9,5,1734543975
2238,83,5,1727947648
2220,1421,5,1756742966
2146,1,5,1730303237
304,1118,5,1736292093
198,412,5,1744876100
563,638,5,1750948070
278,299,5,1758406950
895,93,5,1746191149
247,179,5,1736341110
2525,939,5,1736591775
1998,0,5,1740855599
2259,52,5,1758152450
2168,325,5,1740737299
1174,0,5,1731428658
2858,247,5,1731663187
734,6,5,1755481929
2147,8,5,1752273515
2538,105,5,1731359631
1451,20,5,1745396052
323,41,5,1745089667
1880,132,5,1735318318
925,25,5,1730928534
330,220,5,1729916630
2661,401,5,1755576330
1660,43,5,1740168104
1949,3,5,1758396591
2878,9,5,1741941222
1777,209,5,1747598089
2317,1329,5,1755513874
2163,972,5,1751004002
865,881,5,1735484366
2321,77,5,1757151326
304,262,5,1749305929
2224,130,5,1757609686
734,1024,5,1748161331
64,1220,5,1739016023
590,385,5,1734799060
1631,1024,5,1748671620
665,131,5,1739698527
1593,251,5,1740575421
1358,44,5,1733891957
573,477,5,1735584263
2966,4,5,1733700315
1416,3,5,1744047438
950,624,5,1747285290
2478,423,5,1738728376
1624,1269,5,1747762303
121,197,5,1732422174
1845,85,5,1746774644
2265,1094,5,1744223274
760,255,5,1736545216
1556,4,5,1753720251
1209,498,5,1734785735
301,4,5,1753538890
1556,306,5,1737443502
631,359,5,1748087728
1477,6,5,1758539364
1262,64,5,1733167137
1104,5,5,1755784477
767,59,5,1740024370
2272,96,5,1755247751
107,5,5,1740117156
381,158,5,1732392291
1328,717,5,1758299604
1195,53,5,1732569110
346,330,5,1739938756
994,137,5,1753023428
2807,43,5,1754054987
1101,26,5,1742167193
597,3,5,1744128371
1130,55,5,1742465580
315,38,5,1750439497
2952,187,5,1738788850
2525,12,5,1755124289
554,26,5,1745436467
1360,634,5,1745966695
1349,62,5,1744264604
2666,1307,5,1754146107
1230,29,5,1735383548
822,79,5,1752753169
1631,1268,5,1748934309
2846,195,5,1739390384
992,30,5,1749308374
1609,39,5,1727438703
2309,12,5,1740405412
736,258,5,1740255422
110,1167,5,1743224215
2901,13,5,1731947802
1193,599,5,1756393107
1675,246,5,1754043610
2594,26,5,1750235096
2697,8,5,1757299428
1544,4,5,1738650356
1962,146,5,1740783292
2075,994,5,1729533621
2833,55,5,1757480052
1472,289,5,1731457523
2199,156,5,1728031472
348,6,5,1745466012
2693,234,5,1747915862
2650,174,5,1739815150
2642,252,5,1745304740
1358,1247,5,1744269995
433,0,5,1750031867
909,95,5,1741305722
2285,144,5,1739411989
905,65,5,1745589402
1896,431,5,1738963885
2828,90,5,1747138502
100,81,5,1748800626
1703,979,5,1755832877
475,599,5,1734213894
580,35,5,1747202279
1865,461,5,1741227974
1978,35,5,1755438001
1794,325,5,1743532078
1306,3,5,1757214372
2911,6,5,1730219934
1405,213,5,1735992661
673,1030,5,1733866982
999,98,5,1740194650
655,31,5,1744407104
1892,16,5,1745122550
2579,10,5,1737222782
2692,59,5,1757734156
2515,798,5,1743628452
2425,58,5,1758564368
2886,14,5,1749373984
2882,528,5,1756614395
2364,5,5,1729454915
2199,11,5,1747775448
807,69,5,1749910567
2747,712,5,1741006509
2617,28,5,1745673117
2503,46,5,1754880694
1425,36,5,1743350435
2528,9,5,1736111795
2891,505,5,1727887814
2516,152,5,1736161414
548,28,5,1750708514
1250,6,5,1746187613
2840,8,5,1745679022
1713,158,5,1739426396
1571,56,5,1742383744
2603,112,5,1727871761
2642,1035,5,1752900891
2272,9,5,1749022000
574,11,5,1730461351
1847,181,5,1747992120
1470,1159,5,1742452909
559,12,5,1745830658
2300,92,5,1742105254
1675,263,5,1744767443
2908,628,5,1742315652
685,4,5,1757678173
903,24,5,1749491153
920,112,5,1753069530
1873,132,5,1732791289
2028,120,5,1754914956
2345,6,5,1732705209
2224,573,5,1746403848
2220,571,5,1757317469
2944,63,5,1751380636
1741,5,5,1730861135
2677,383,5,1748724232
132,66,5,1747017384
356,62,5,1754774865
970,13,5,1733963502
2408,269,5,1729821687
2911,171,5,1744346784
679,177,5,1732378514
846,543,5,1731687588
243,136,5,1740853307
1151,158,5,1753063880
1325,1341,5,1748894495
1185,138,5,1729923419
2107,1387,5,1735920184
390,7,5,1733544704
1685,970,5,1749408253
2686,7,5,1729652904
543,18,5,1734843236
1319,590,5,1733162873
2769,46,5,1753943198
2365,195,5,1737647784
1696,42,5,1756179781
2595,488,5,1732914213
381,49,5,1733554493
1139,278,5,1729275801
1511,68,5,1742337631
1340,145,5,1729557980
381,341,5,1743330682
2600,234,5,1746693726
259,491,5,1745368556
892,1264,5,1731036392
867,87,5,1747880130
1161,33,5,1739321451
534,132,5,1742428449
1407,848,5,1733136686
198,2,5,1737702588
1882,0,5,1727527094
647,63,5,1758691006
1752,12,5,1735608377
540,794,5,1748584761
651,760,5,1729300038
1122,5,5,1746619482
1025,4,5,1736416471
2657,9,5,1745414670
2562,26,5,1735244329
959,58,5,1755653550
2882,5,5,1737431190
1953,4,5,1738793108
926,100,5,1743779720
38,0,5,1747185251
493,1406,5,1744543182
2842,7,5,1756337083
937,44,5,1734193336
419,5,5,1746380363
1225,7,5,1732760659
545,205,5,1735992736
585,3,5,1739812770
34,171,5,1753206849
1802,36,5,1751564732
2572,376,5,1727847162
1686,177,5,1743869747
889,4,5,1755342637
573,385,5,1738930869
2990,44,5,1744305791
1288,479,5,1750399355
1134,209,5,1750386583
2266,162,5,1734514913
2488,23,5,1735545154
109,657,5,1736621268
1235,13,5,1738348600
2087,11,5,1745568704
1210,211,5,1732413669
980,87,5,1754930637
987,89,5,1738784710
290,106,5,1758308785
1479,1053,5,1754285076
1584,705,5,1739642005
1723,39,5,1735797954
707,408,5,1732864458
298,0,5,1756447669
56,19,5,1757377319
247,1140,5,1745359861
